Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Shi, H., Niu, P., Ning, P., Wang, S.","57205387061; 8520344900; 57189333976; 57209206434","A new method for preparing needle-free cylindrical nozzle nanofibers",2020,"Journal of Industrial Textiles",,"",,,,,,10.1177/1528083720907058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081608630&partnerID=40&md5=12e35b449b9178d2ea797c7f833c3070",Article,Article in Press,,Scopus,2-s2.0-85081608630
"Yin, L., Zhu, Y., He, M., Chang, Y., Xu, F., Lai, H.-C.","37076378400; 57194214253; 57212322715; 57194207632; 57211540868; 35723942800","Preparation and characteristics of electrospinning PTH-Fc/PLCL/SF membranes for bioengineering applications",2020,"Journal of Biomedical Materials Research - Part A",108,"1",,157,165,,1,10.1002/jbm.a.36801,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074371263&partnerID=40&md5=670afdb18838007475ee1b8c45080bd0",Article,Final,,Scopus,2-s2.0-85074371263
"Zhang, H., Fu, D., Du, Z., Fu, H., Shao, G., Yang, W., Zheng, J.","57216280050; 7201810726; 57193667811; 57216282787; 57216226060; 7407758935; 24479221000","In situ growth of aligned CsPbBr<inf>3</inf> nanorods in polymer fibers with tailored aspect ratios",2020,"Ceramics International",,"",,,,,,10.1016/j.ceramint.2020.04.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083013332&partnerID=40&md5=43b7b56345e3602b76fd8a9754966966",Article,Article in Press,,Scopus,2-s2.0-85083013332
"Olvera, D., Sohrabi Molina, M., Hendy, G., Monaghan, M.G.","56895931400; 57214892489; 57214969581; 56713053000","Electroconductive Melt Electrowritten Patches Matching the Mechanical Anisotropy of Human Myocardium",2020,"Advanced Functional Materials",,"", 1909880,,,,,10.1002/adfm.201909880,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079436572&partnerID=40&md5=8aacd5eddd8081f353286e04ec92184c",Article,Article in Press,,Scopus,2-s2.0-85079436572
"Bonincontro, D., Fraschetti, F., Squarzoni, C., Mazzocchetti, L., Maccaferri, E., Giorgini, L., Zucchelli, A., Gualandi, C., Focarete, M.L., Albonetti, S.","57195740967; 57214760473; 57214749884; 6504118967; 57194029057; 6602243330; 6603909291; 28267641100; 6602124105; 6601967143","Pd/Au based catalyst immobilization in polymeric nanofibrous membranes via electrospinning for the selective oxidation of 5-hydroxymethylfurfural",2020,"Processes",8,"1", 45,,,,,10.3390/pr8010045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079064806&partnerID=40&md5=b467e84edddec71995e9e8772adb86e9",Article,Final,Open Access,Scopus,2-s2.0-85079064806
"Springer, B.C., Frankenberger, M., Pettinger, K.-H.","57214358634; 57203957909; 57190374715","Lamination of separators to electrodes using electrospinning",2020,"PLoS ONE",15,"1", e0227903,,,,,10.1371/journal.pone.0227903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078687922&partnerID=40&md5=06cf45a2c418402b7bb8fae55beaeea9",Article,Final,Open Access,Scopus,2-s2.0-85078687922
"Safari, J., Esteghlal, S., Keramat, M., Khalesi, M.","56985753100; 57188340200; 57190372521; 55346863900","Fabrication of chitosan/pectin/PVA nanofibers using electrospinning technique",2020,"Nanoscience and Nanotechnology - Asia",10,"2",,134,141,,,10.2174/2210681208666181002124634,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083500498&partnerID=40&md5=f048d08bc5785abb4331d5d114d8e04e",Article,Final,,Scopus,2-s2.0-85083500498
"Wang, L., Wang, J., Yang, L., Ding, Y., Xie, Y., Wang, F., Chen, L., Li, W., Yan, H.","57213183498; 57203559424; 57211687805; 57211518476; 57201748072; 55758072300; 15063856000; 56211570400; 56816078900","A novel type of waterborne fluorescent nanofiber membranes with effectively suppressed ACQ phenomenon: Fabrication, properties, and applications",2020,"Journal of Applied Polymer Science",,"",,,,,,10.1002/app.49289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082959900&partnerID=40&md5=3afc10b2057e33e8073d5659a32cd7d2",Article,Article in Press,,Scopus,2-s2.0-85082959900
"Storck, J.L., Grothe, T., Mamun, A., Sabantina, L., Klöcker, M., Blachowicz, T., Ehrmann, A.","57203458437; 14051786700; 57207360117; 56790043200; 57191417961; 55903481800; 57208699566","Orientation of electrospun magnetic nanofibers near conductive areas",2020,"Materials",13,"1", 47,,,,2,10.3390/ma13010047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078916018&partnerID=40&md5=bca602d3196bc1c62bb7da2e4dee4e3f",Article,Final,Open Access,Scopus,2-s2.0-85078916018
"Park, Y.-S., Oh, J.M., Cho, Y.-K.","56331167000; 57193482894; 35177258200","High-precision fabrication of nanochannels with controlled circular cross-section",2020,"21st International Conference on Miniaturized Systems for Chemistry and Life Sciences, MicroTAS 2017",,"",,364,365,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079621604&partnerID=40&md5=740e1243c046cdacf407f887fcc59416",Conference Paper,Final,,Scopus,2-s2.0-85079621604
"Khalaf, D.M., Elkatlawy, S.M., Sakr, A.-H.A., Ebrahim, S.M.","57214332726; 56246857700; 57197726034; 35617348400","Enhanced oil/water separation via electrospun poly(acrylonitrile-co-vinyl acetate)/single-wall carbon nanotubes fibrous nanocomposite membrane",2020,"Journal of Applied Polymer Science",,"", 49033,,,,,10.1002/app.49033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078676801&partnerID=40&md5=55964acaf953d8b60766c086b447956f",Article,Article in Press,,Scopus,2-s2.0-85078676801
"Nangare, S., Jadhav, N., Ghagare, P., Muthane, T.","57208781039; 18535731000; 57202012435; 57211080313","Pharmaceutical applications of electrospinning | Applications pharmaceutiques de l’électrofilage",2020,"Annales Pharmaceutiques Francaises",78,"1",,1,11,,,10.1016/j.pharma.2019.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072615178&partnerID=40&md5=a12aa5b16063f7874f4fd06458a24fee",Review,Final,Open Access,Scopus,2-s2.0-85072615178
"Czapka, T., Kopaniarz, T., Woś, A.","25633828200; 57214884842; 57204124931","Electrostatic fabrication of polymer nanofibers | Elektrostatyczne wytwarzanie nanowłókien polimerowych",2020,"Przeglad Elektrotechniczny",96,"2",,174,177,,,10.15199/48.2020.02.41,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079428424&partnerID=40&md5=aae3cb6d7c147e14f8ee18cfac0c8c5d",Article,Final,,Scopus,2-s2.0-85079428424
"Bairagi, S., Ali, S.W.","57200992427; 21733787100","A hybrid piezoelectric nanogenerator comprising of KNN/ZnO nanorods incorporated PVDF electrospun nanocomposite webs",2020,"International Journal of Energy Research",,"",,,,,,10.1002/er.5306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082322310&partnerID=40&md5=47d7bf981847523fd15e12cc6842749f",Article,Article in Press,,Scopus,2-s2.0-85082322310
"Elmarghany, M.R., El-Shazly, A.H., Rajabzadeh, S., Salem, M.S., Shouman, M.A., Sabry, M.N., Matsuyama, H., Nady, N.","57205614919; 7005992509; 24467099200; 57205616758; 57201878376; 35902493000; 57201543303; 37061679100","Triple-layer nanocomposite membrane prepared by electrospinning based on modified PES with carbon nanotubes for membrane distillation applications",2020,"Membranes",10,"1", 15,,,,,10.3390/membranes10010015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079014924&partnerID=40&md5=b84233f02c796e73703731a8db620a97",Article,Final,Open Access,Scopus,2-s2.0-85079014924
"Azimi, B., Milazzo, M., Lazzeri, A., Berrettini, S., Uddin, M.J., Qin, Z., Buehler, M.J., Danti, S.","52063139300; 56073318800; 6603715090; 7005435306; 55221252200; 31367553500; 7102467930; 11239215400","Electrospinning Piezoelectric Fibers for Biocompatible Devices",2020,"Advanced Healthcare Materials",9,"1", 1901287,,,,2,10.1002/adhm.201901287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074842714&partnerID=40&md5=ebb770f781c2ab3759ab987b755968a0",Review,Final,,Scopus,2-s2.0-85074842714
"Koenig, K., Hermanns, S., Ellerkmann, J., Saralidze, K., Langensiepen, F., Seide, G.","57208081361; 57214890214; 57214882493; 57215940812; 57208083223; 14029120600","The effect of additives and process parameters on the pilot-scale manufacturing of polylactic acid sub-microfibers by melt electrospinning",2020,"Textile Research Journal",,"",,,,,,10.1177/0040517520904019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079375387&partnerID=40&md5=127572761dd21000dd2f829434742aee",Article,Article in Press,,Scopus,2-s2.0-85079375387
"Xu, W., Yang, X., Xin, B.","57214331150; 57214334323; 7003789144","Effect of Particle Size of Cellulose Nanofibril on the Structure and Property of Polyacrylonitrile (PAN) Membrane by Electrospinning",2020,"Fibers and Polymers",21,"1",,119,126,,,10.1007/s12221-020-9380-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078670824&partnerID=40&md5=8e90a130dc85cd99004fbb741bede9a6",Article,Final,,Scopus,2-s2.0-85078670824
"Fu, C., Ding, Y., Cui, Y., Meng, Y., Yao, Z., Liu, G., Shan, F.","57212246316; 57212253788; 57203221966; 56478019600; 55873073000; 23389647900; 7003910602","Self-Welding and Low-Temperature Formation of Metal Oxide Nanofiber Networks and its Application to Electronic Devices",2020,"IEEE Electron Device Letters",41,"1", 8897645,62,65,,3,10.1109/LED.2019.2953314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077647219&partnerID=40&md5=2c8fd56d01fa8c21f5c53168989f73e4",Article,Final,,Scopus,2-s2.0-85077647219
"Wang, Y., Jia, S., Luo, W., Meng, L., Wang, B., Meng, X., Liu, J., Zhong, H., Shao, Z.","57210810404; 57213579822; 57212058983; 57202304731; 57211456982; 57212058531; 57194603361; 11739699500; 7202244452","Inch-sized aligned polymer nanofiber films with embedded CH<inf>3</inf>NH<inf>3</inf>PbBr<inf>3</inf> nanocrystals: Electrospinning fabrication using a folded aluminum foil as the collector",2020,"Nanotechnology",31,"7", 075708,,,,1,10.1088/1361-6528/ab52ac,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075814884&partnerID=40&md5=54f532fc03d72cc498ffd5fb445a565f",Article,Final,,Scopus,2-s2.0-85075814884
"Ieracitano, C., Pantó, F., Mammone, N., Paviglianiti, A., Frontera, P., Morabito, F.C.","57192383001; 57076669800; 55915193500; 57211255168; 6506836912; 7103166505","Toward an Automatic Classification of SEM Images of Nanomaterials via a Deep Learning Approach",2020,"Smart Innovation, Systems and Technologies",151,"",,61,72,,1,10.1007/978-981-13-8950-4_7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073160076&partnerID=40&md5=6675f334abfbc27d3fda0d5737ad8e8d",Book Chapter,Final,,Scopus,2-s2.0-85073160076
"Blachowicz, T., Ehrmann, A.","55903481800; 57208699566","Most recent developments in electrospun magnetic nanofibers: A review",2020,"Journal of Engineered Fibers and Fabrics",15,"",,,,,1,10.1177/1558925019900843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078927083&partnerID=40&md5=55e544b6779abaae20aaf64c99623901",Review,Final,Open Access,Scopus,2-s2.0-85078927083
"Akampumuza, O., Xu, H., Xiong, J., Zhang, H., Quan, Z., Qin, X.","55892961900; 57209505803; 57209564777; 23398873700; 56653112700; 8538195400","Analyzing the effect of nanofiber orientation on membrane filtration properties with the progressive increase in its thickness: a numerical and experimental approach",2020,"Textile Research Journal",90,"1",,24,36,,1,10.1177/0040517519855316,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067984811&partnerID=40&md5=2ffef9ac8368220fe8431b7fc0ec996e",Article,Final,,Scopus,2-s2.0-85067984811
"Kumar, L., Singh, S., Horechyy, A., Formanek, P., Hübner, R., Albrecht, V., Weißpflog, J., Schwarz, S., Puneet, P., Nandan, B.","57211976350; 56026537600; 36620772100; 7003505972; 7005033110; 7003849710; 56830503600; 56238908700; 56416300100; 6602528642","Hollow Au@TiO<inf>2</inf> porous electrospun nanofibers for catalytic applications",2020,"RSC Advances",10,"11",,6592,6602,,,10.1039/c9ra10487a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079570840&partnerID=40&md5=3873eb637efeffaaba57566f7c0ad411",Article,Final,Open Access,Scopus,2-s2.0-85079570840
"Norris, E., Ramos-Rivera, C., Poologasundarampillai, G., Clark, J.P., Ju, Q., Obata, A., Hanna, J.V., Kasuga, T., Mitchell, C.A., Jell, G., Jones, J.R.","57203961427; 57215122553; 15725995900; 57207684829; 57215128810; 55118430900; 57215122084; 7103325741; 57214452086; 8399784800; 7408055653","Electrospinning 3D bioactive glasses for wound healing",2020,"Biomedical Materials (Bristol)",15,"1", 015014,,,,1,10.1088/1748-605X/ab591d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079347231&partnerID=40&md5=bdc4db86550ac6f8b971822a063ce266",Article,Final,,Scopus,2-s2.0-85079347231
"Pan, C.-T., Chang, C.-C., Yang, Y.-S., Yen, C.-K., Kao, Y.-H., Shiue, Y.-L.","55487375900; 57211528832; 57213786127; 55987270100; 57203019456; 7004547082","Development of MMG sensors using PVDF piezoelectric electrospinning for lower limb rehabilitation exoskeleton",2020,"Sensors and Actuators, A: Physical",301,"", 111708,,,,,10.1016/j.sna.2019.111708,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075976410&partnerID=40&md5=d409edc55626cc34d205a4b24fb18c06",Article,Final,Open Access,Scopus,2-s2.0-85075976410
"Blachowicz, T., Ehrmann, A.","55903481800; 57208699566","Recent developments in electrospun ZnO nanofibers: A short review",2020,"Journal of Engineered Fibers and Fabrics",15,"",,,,,1,10.1177/1558925019899682,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078896216&partnerID=40&md5=f98ce6d113369db8b39401cd47063eb3",Review,Final,Open Access,Scopus,2-s2.0-85078896216
"Jiang, D.-H., Kobayashi, S., Jao, C.-C., Mato, Y., Isono, T., Fang, Y.-H., Lin, C.-C., Satoh, T., Tung, S.-H., Kuo, C.-C.","56508776200; 57211378642; 57214230126; 57202236958; 41561409800; 57214234412; 15034880400; 7403584784; 57200135780; 26659581900","Light down-converter based on luminescent nanofibers from the blending of conjugated rod-coil block copolymers and perovskite through electrospinning",2020,"Polymers",12,"1", 84,,,,,10.3390/polym12010084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078437339&partnerID=40&md5=b0e5904398031622b16e221d3935e98c",Article,Final,Open Access,Scopus,2-s2.0-85078437339
"Teixeira, M.A., Amorim, M.T.P., Felgueiras, H.P.","57211536619; 57214156596; 55352304600","Poly(vinyl alcohol)-based nanofibrous electrospun scaffolds for tissue engineering applications",2020,"Polymers",12,"1", 7,,,,2,10.3390/polym12010007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078360844&partnerID=40&md5=717796a0ffab62a253d06ec380faa72c",Review,Final,Open Access,Scopus,2-s2.0-85078360844
"Ying, X., Huang, M., Li, X.","14020783000; 57213814980; 27171095700","Synthesis of putrescine-imprinted double-layer nanofiber membrane by electrospinning for the selective recognition of putrescine",2020,"Journal of Applied Polymer Science",,"", 48932,,,,,10.1002/app.48932,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078051576&partnerID=40&md5=4dfd060d890653be04ac1066294a0914",Article,Article in Press,,Scopus,2-s2.0-85078051576
"Berton, F., Porrelli, D., Di Lenarda, R., Turco, G.","56814682500; 56646512400; 6602984438; 35103758100","A critical review on the production of electrospun nanofibres for guided bone regeneration in oral surgery",2020,"Nanomaterials",10,"1", 16,,,,1,10.3390/nano10010016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077372737&partnerID=40&md5=13c965b3b12166d99baf523bff2b0c5d",Review,Final,Open Access,Scopus,2-s2.0-85077372737
"Heidarzadeh, N., del Valle, L.J., Franco, L., Puiggalí, J.","55444490900; 35467030600; 7101824650; 57202193775","Improvement of Biodegradability and Biocompatibility of Electrospun Scaffolds of Poly(butylene terephthalate) by Incorporation of Sebacate Units",2020,"Macromolecular Research",28,"1",,23,32,,,10.1007/s13233-020-8009-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075143173&partnerID=40&md5=60d2f26819a333b16be97cf999a8cb0f",Article,Final,,Scopus,2-s2.0-85075143173
"Chen, L., Tuo, X.-L., Fan, X.-C., Xie, C.-J., Guo, B.-H., Yu, J., Hu, P., Guo, Z.-X.","57201183960; 6701499784; 57209827935; 57195360969; 7403276414; 7405526961; 39761809400; 7404658308","Enhanced Mechanical Properties of Poly(arylene sulfide sulfone) Membrane by Co-electrospinning with Poly(m-xylene adipamide)",2020,"Chinese Journal of Polymer Science (English Edition)",38,"1",,63,71,,1,10.1007/s10118-019-2297-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068835733&partnerID=40&md5=016963be0ffca7c7ff86a5f0071638db",Article,Final,Open Access,Scopus,2-s2.0-85068835733
"Dinh, T., Nguyen, T., Dau, V.T., Riduan, F.A., Tran, C.-D., Phan, H.-P., Nguyen, T.-K., Guzman, P., Nguyen, N.-T., Dao, D.V.","56012345100; 57209166198; 8899357100; 57216333156; 27667914300; 56064363700; 57190494689; 36006342400; 55763795150; 57216332940","Flexible and Wearable Flow Sensor Using Spinnable Carbon Nanotube Nanofilm for Respiration Monitoring",2020,"Proceedings of the IEEE International Conference on Micro Electro Mechanical Systems (MEMS)",2020-January,"", 9056423,634,637,,,10.1109/MEMS46641.2020.9056423,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083284395&partnerID=40&md5=0081bf14f901f9f8aca2078f2626f007",Conference Paper,Final,,Scopus,2-s2.0-85083284395
"Kwon, H.-J., Cha, J.-R., Lee, C.W., Chin, B.D., Kim, O.Y., Hwang, S.-H.","57196147869; 54411902900; 7410157667; 7102658907; 7202629012; 7404626170","Preparation and Characterization of Antimicrobial Bilayer Electrospun Nanofiber Membrane for Oily Wastewater Treatment",2020,"Journal of the Korean Physical Society",76,"1",,34,43,,,10.3938/jkps.76.34,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077690089&partnerID=40&md5=e48a9e70aa42d509cb57d9cb839fc29f",Article,Final,,Scopus,2-s2.0-85077690089
"Xiao, C., Xia, M., Ye, W., Zhang, X., Chen, S., Yu, H., Bi, W., Shui, M., Shu, J.","57215675671; 57205562164; 57193076935; 57210816793; 57211958324; 56652767100; 57200387039; 6603600021; 24462655300","The positive effect of nitridation on CrNb<inf>49</inf>O<inf>124</inf> nanowires for high-performance lithium-ion storage",2020,"Ceramics International",,"",,,,,,10.1016/j.ceramint.2020.03.099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081562751&partnerID=40&md5=abd19b726bac71d95522322530c2b6d7",Article,Article in Press,,Scopus,2-s2.0-85081562751
