Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Ferrone E., Araneo R., Notargiacomo A., Pea M., Rinaldi A.",57207195722;6602178157;7004226144;55059099700;8283558400;,"ZnO nanostructures and electrospun ZnO–polymeric hybrid nanomaterials in biomedical, health, and sustainability applications",2019,Nanomaterials,9,10,1449,,,,,10.3390/nano9101449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073623906&doi=10.3390%2fnano9101449&partnerID=40&md5=9e80992b237e861cc083b36eb99f907a,"Department of Electrical Engineering, University of Rome Sapienza, Rome, 00184, Italy; Institute for Photonics and Nanotechnologies–CNR, Rome, 00156, Italy; Sustainability Department, ENEA, C.R. Casaccia, Santa Maria di Galeria, Rome, 00123, Italy","Ferrone, E., Department of Electrical Engineering, University of Rome Sapienza, Rome, 00184, Italy; Araneo, R., Department of Electrical Engineering, University of Rome Sapienza, Rome, 00184, Italy; Notargiacomo, A., Institute for Photonics and Nanotechnologies–CNR, Rome, 00156, Italy; Pea, M., Institute for Photonics and Nanotechnologies–CNR, Rome, 00156, Italy; Rinaldi, A., Sustainability Department, ENEA, C.R. Casaccia, Santa Maria di Galeria, Rome, 00123, Italy","Araneo, R.; Department of Electrical Engineering, University of Rome SapienzaItaly; email: rodolfo.araneo@uniroma1.it",,MDPI AG,20794991,,,,English,Nanomaterials,Review,Final,Open Access,Scopus,2-s2.0-85073623906
"Edinach E.V., Uspenskaya Y.A., Gurin A.S., Babunts R.A., Asatryan H.R., Romanov N.G., Badalyan A.G., Baranov P.G.",57189987840;56211277900;23011879000;6507292096;6603538197;7004408207;23024070700;16232121600;,Electronic structure of non-Kramers Tb3+ centers in garnet crystals and evidence of their energy and spin transfer to Ce3+ emitters,2019,Physical Review B,100,10,104435,,,,,10.1103/PhysRevB.100.104435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072813047&doi=10.1103%2fPhysRevB.100.104435&partnerID=40&md5=9610c41ccbe691aff6388124183d5e2c,"Ioffe Institute, St. Petersburg, 194021, Russian Federation","Edinach, E.V., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Uspenskaya, Y.A., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Gurin, A.S., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Babunts, R.A., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Asatryan, H.R., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Romanov, N.G., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Badalyan, A.G., Ioffe Institute, St. Petersburg, 194021, Russian Federation; Baranov, P.G., Ioffe Institute, St. Petersburg, 194021, Russian Federation",,,American Physical Society,24699950,,,,English,Phys. Rev. B,Article,Final,,Scopus,2-s2.0-85072813047
"Cao L., Si Y., Yin X., Yu J., Ding B.",57189363852;37063616800;56391017100;35185851400;35304534500;,Ultralight and Resilient Electrospun Fiber Sponge with a Lamellar Corrugated Microstructure for Effective Low-Frequency Sound Absorption,2019,ACS Applied Materials and Interfaces,11,38,,35333,35342,,,10.1021/acsami.9b12444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686608&doi=10.1021%2facsami.9b12444&partnerID=40&md5=0752850fa2f5a24cc1922267386371e9,"State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua University, Shanghai, 201620, China; Innovation Center for Textile Science and Technology, Donghua University, Shanghai, 200051, China","Cao, L., State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua University, Shanghai, 201620, China; Si, Y., State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua University, Shanghai, 201620, China, Innovation Center for Textile Science and Technology, Donghua University, Shanghai, 200051, China; Yin, X., State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua University, Shanghai, 201620, China; Yu, J., Innovation Center for Textile Science and Technology, Donghua University, Shanghai, 200051, China; Ding, B., State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua University, Shanghai, 201620, China, Innovation Center for Textile Science and Technology, Donghua University, Shanghai, 200051, China","Si, Y.; State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, College of Textiles, Donghua UniversityChina; email: yangsi@dhu.edu.cn",,American Chemical Society,19448244,,,31487451,English,ACS Appl. Mater. Interfaces,Article,Final,,Scopus,2-s2.0-85072686608
"Nagle A.R., Fay C.D., Wallace G.G., Xie Z., Wang X., Higgins M.J.",56770973400;24829144300;7202483095;56510762100;51664041700;7202136466;,Patterning and process parameter effects in 3D suspension near-field electrospinning of nanoarrays,2019,Nanotechnology,30,49,495301,,,,,10.1088/1361-6528/ab3c87,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072994074&doi=10.1088%2f1361-6528%2fab3c87&partnerID=40&md5=2e97be9f857780fe95f334d747052f97,"ARC Centre of Excellence for Electromaterials Science, University of Wollongong, Innovation Campus, AIIM Facility, Squires Way, North Wollongong, NSW  2500, Australia; Institute for Frontier Materials, Deakin University, Geelong, VIC  3216, Australia","Nagle, A.R., ARC Centre of Excellence for Electromaterials Science, University of Wollongong, Innovation Campus, AIIM Facility, Squires Way, North Wollongong, NSW  2500, Australia; Fay, C.D., ARC Centre of Excellence for Electromaterials Science, University of Wollongong, Innovation Campus, AIIM Facility, Squires Way, North Wollongong, NSW  2500, Australia; Wallace, G.G., ARC Centre of Excellence for Electromaterials Science, University of Wollongong, Innovation Campus, AIIM Facility, Squires Way, North Wollongong, NSW  2500, Australia; Xie, Z., Institute for Frontier Materials, Deakin University, Geelong, VIC  3216, Australia; Wang, X., Institute for Frontier Materials, Deakin University, Geelong, VIC  3216, Australia; Higgins, M.J., ARC Centre of Excellence for Electromaterials Science, University of Wollongong, Innovation Campus, AIIM Facility, Squires Way, North Wollongong, NSW  2500, Australia",,,Institute of Physics Publishing,9574484,,NNOTE,31426035,English,Nanotechnology,Article,Final,,Scopus,2-s2.0-85072994074
"Araujo S., Delpouve N., Delbreilh L., Papkov D., Dzenis Y., Dargent E.",57194503206;22940222800;15520809500;55569307600;7004137723;6603727079;,Dielectric and calorimetric signatures of chain orientation in strong and tough ultrafine electrospun polyacrylonitrile,2019,Polymer,178,,121638,,,,,10.1016/j.polymer.2019.121638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068762283&doi=10.1016%2fj.polymer.2019.121638&partnerID=40&md5=7a336ee4334f701ace653c197914c9ef,"Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des Matériaux, Rouen, 76000, France; Department of Mechanical and Materials Engineering, University of Nebraska–Lincoln, Lincoln, NE  68588-0526, United States; Nebraska Center for Materials and Nanoscience, University of Nebraska–Lincoln, Lincoln, NE  68588-0298, United States","Araujo, S., Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des Matériaux, Rouen, 76000, France; Delpouve, N., Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des Matériaux, Rouen, 76000, France; Delbreilh, L., Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des Matériaux, Rouen, 76000, France; Papkov, D., Department of Mechanical and Materials Engineering, University of Nebraska–Lincoln, Lincoln, NE  68588-0526, United States, Nebraska Center for Materials and Nanoscience, University of Nebraska–Lincoln, Lincoln, NE  68588-0298, United States; Dzenis, Y., Department of Mechanical and Materials Engineering, University of Nebraska–Lincoln, Lincoln, NE  68588-0526, United States, Nebraska Center for Materials and Nanoscience, University of Nebraska–Lincoln, Lincoln, NE  68588-0298, United States; Dargent, E., Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des Matériaux, Rouen, 76000, France","Delpouve, N.; Normandie Univ, UNIROUEN Normandie, INSA Rouen, CNRS, Groupe de Physique des MatériauxFrance; email: nicolas.delpouve1@univ-rouen.fr",,Elsevier Ltd,323861,,POLMA,,English,Polymer,Article,Final,,Scopus,2-s2.0-85068762283
"Cha J.-H., Kim H., Lee Y., Kim S.-J., Lee M.W., Kim J., Jung D.-Y.",36243023300;57209236389;56718771400;57209235213;45161207700;7601363291;7201711422;,Nanoscale optical imaging of perovskite nanocrystals directly embedded in polymer fiber,2019,Composites Science and Technology,181,,107666,,,,,10.1016/j.compscitech.2019.05.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066929924&doi=10.1016%2fj.compscitech.2019.05.023&partnerID=40&md5=43e801dce0df2b6d86783e1e22ba9848,"Department of Chemistry and Sungkyun Advanced Institute of NanoTechnology (SAINT), Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea; Institute of Advanced Composite Materials, Korea Institute of Science and Technology (KIST), Chudong-ro 92, Bongdong-eup, Wanju-gunJeonbuk-do  55324, South Korea; Department of Energy Science, Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea","Cha, J.-H., Department of Chemistry and Sungkyun Advanced Institute of NanoTechnology (SAINT), Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea; Kim, H., Institute of Advanced Composite Materials, Korea Institute of Science and Technology (KIST), Chudong-ro 92, Bongdong-eup, Wanju-gunJeonbuk-do  55324, South Korea; Lee, Y., Department of Energy Science, Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea; Kim, S.-J., Department of Chemistry and Sungkyun Advanced Institute of NanoTechnology (SAINT), Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea; Lee, M.W., Institute of Advanced Composite Materials, Korea Institute of Science and Technology (KIST), Chudong-ro 92, Bongdong-eup, Wanju-gunJeonbuk-do  55324, South Korea; Kim, J., Department of Energy Science, Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea; Jung, D.-Y., Department of Chemistry and Sungkyun Advanced Institute of NanoTechnology (SAINT), Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, Suwon, Gyeonggi-do  16419, South Korea","Jung, D.-Y.; Department of Chemistry and Sungkyun Advanced Institute of NanoTechnology (SAINT), Sungkyunkwan University, 2066, Seobu-ro, Jangan-gu, South Korea; email: dyjung@skku.edu",,Elsevier Ltd,2663538,,CSTCE,,English,Compos. Sci. Technol.,Article,Final,,Scopus,2-s2.0-85066929924
"Poluektov O.G., Niklas J., Utschig L.M.",7003459513;6701657652;6701569188;,Spin-Correlated Radical Pairs as Quantum Sensors of Bidirectional et Mechanisms in Photosystem i,2019,Journal of Physical Chemistry B,123,35,,7536,7544,,,10.1021/acs.jpcb.9b06636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072319296&doi=10.1021%2facs.jpcb.9b06636&partnerID=40&md5=495ea0b7c4967839eb566b79f95ca148,"Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL  60439, United States","Poluektov, O.G., Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL  60439, United States; Niklas, J., Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL  60439, United States; Utschig, L.M., Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL  60439, United States","Poluektov, O.G.; Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, United States; email: Oleg@anl.gov",,American Chemical Society,15206106,,JPCBF,,English,J Phys Chem B,Article,Final,,Scopus,2-s2.0-85072319296
"Shrestha P.R., Abhyankar N., Anders M.A., Cheung K.P., Gougelet R., Ryan J.T., Szalai V., Campbell J.P.",24173678700;57023764900;56433991000;55619458400;57189202751;12544994500;6602147231;56303383200;,Nonresonant Transmission Line Probe for Sensitive Interferometric Electron Spin Resonance Detection,2019,Analytical Chemistry,91,17,,11108,11115,,,10.1021/acs.analchem.9b01730,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071717314&doi=10.1021%2facs.analchem.9b01730&partnerID=40&md5=420df0cc3316d8f4d5f877e07e432872,"Theiss Research, San Diego, CA  92037, United States; National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, MD  20742, United States; Global Resonance Technologies LLC, Washington, DC  20015, United States","Shrestha, P.R., Theiss Research, San Diego, CA  92037, United States, National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Abhyankar, N., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States, Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, MD  20742, United States; Anders, M.A., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Cheung, K.P., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Gougelet, R., Global Resonance Technologies LLC, Washington, DC  20015, United States; Ryan, J.T., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Szalai, V., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Campbell, J.P., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States","Campbell, J.P.; National Institute of Standards and TechnologyUnited States; email: jason.campbell@nist.gov",,American Chemical Society,32700,,ANCHA,31380627,English,Anal. Chem.,Article,Final,,Scopus,2-s2.0-85071717314
"Liu S., White K.L., Reneker D.H.",57201270110;57201274470;7005761088;,Electrospinning Polymer Nanofibers with Controlled Diameters,2019,IEEE Transactions on Industry Applications,55,5,8728245,5239,5243,,,10.1109/TIA.2019.2920811,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071191671&doi=10.1109%2fTIA.2019.2920811&partnerID=40&md5=b8c05b35518a6bfc470b58383338668b,"Department of Polymer Science, University of Akron, Akron, OH  44325-3909, United States; Akron Ascent Innovations, LLC, Akron, OH  44311, United States","Liu, S., Department of Polymer Science, University of Akron, Akron, OH  44325-3909, United States; White, K.L., Akron Ascent Innovations, LLC, Akron, OH  44311, United States; Reneker, D.H., Department of Polymer Science, University of Akron, Akron, OH  44325-3909, United States","Reneker, D.H.; Department of Polymer Science, University of AkronUnited States; email: reneker@uakron.edu",,Institute of Electrical and Electronics Engineers Inc.,939994,,ITIAC,,English,IEEE Trans Ind Appl,Conference Paper,Final,,Scopus,2-s2.0-85071191671
"Pathalamuthu P., Siddharthan A., Giridev V.R.",57194726493;13605630000;56627964500;,Spirograph based electrospinning system for producing fibre mat with near uniform mechanical property,2019,Indian Journal of Fibre and Textile Research,44,3,,279,285,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073433642&partnerID=40&md5=49ead275424b3bc4c815c6ed663789a4,"Department of Chemical Engineering, Anna University, Chennai, 600 025, India; Department of Production Technology, Anna University, Chennai, 600 025, India; Department of Textile Technology, Anna University, Chennai, 600 025, India","Pathalamuthu, P., Department of Chemical Engineering, Anna University, Chennai, 600 025, India; Siddharthan, A., Department of Production Technology, Anna University, Chennai, 600 025, India; Giridev, V.R., Department of Textile Technology, Anna University, Chennai, 600 025, India","Pathalamuthu, P.; Department of Chemical Engineering, Anna UniversityIndia; email: muthup2001in@yahoo.co.in",,National Institute of Science Communication and Information Resources (NISCAIR),9710426,,,,English,Indian J. Fibre Text. Res.,Article,Final,,Scopus,2-s2.0-85073433642
